,title,runtime,rating,genre,summary
15,316.A Man for All Seasons(1966),120 min,G,"Biography, Drama, History","After the animal communicating veterinarian goes too far for his clientele, he and his friends escape their hometown to the sea in search of the Great Pink Sea Snail."
16,317.Alfie(1966),114 min,PG,"Comedy, Drama",A disillusioned college graduate finds himself torn between his older lover and her daughter.
17,318.The Russians Are Coming the Russians Are Coming(1966),126 min,Unrated,"Comedy, War",A couple's attitudes are challenged when their daughter introduces them to her African-American fiancé.
18,319.The Sand Pebbles(1966),182 min,PG-13,"Adventure, Drama, Romance","The story of Sir Thomas More, who stood up to King Henry VIII when the King rejected the Roman Catholic Church to obtain a divorce and remarry."
19,320.Who's Afraid of Virginia Woolf?(1966),131 min,Not Rated,Drama,
20,321.The Sound of Music(1965),172 min,G,"Biography, Drama, Family",An unrepentant ladies' man gradually begins to understand the consequences of his lifestyle.
21,322.Darling(1965),128 min,TV-MA,"Drama, Romance","Without hostile intent, a Soviet submarine runs aground off New England. Men are sent for a boat, but many villagers go into a tizzy, risking bloodshed."
22,323.Doctor Zhivago(1965),197 min,PG-13,"Drama, Romance, War","In 1926, a U.S. Naval engineer gets assigned to a gunboat on a rescue mission in war-torn China."
23,324.Ship of Fools(1965),149 min,Not Rated,"Drama, Romance, War","A bitter, aging couple, with the help of alcohol, use their young houseguests to fuel anguish and emotional pain towards each other over the course of a distressing night."
24,325.A Thousand Clowns(1965),118 min,Unrated,"Comedy, Drama, Romance",A young novitiate is sent by her convent in 1930s Austria to become a governess to the seven children of a widowed naval officer.
25,326.My Fair Lady(1964),170 min,G,"Drama, Family, Musical",
26,327.Becket(1964),148 min,PG-13,"Biography, Drama, History",Beautiful but amoral model Diana Scott sleeps her way to the top of the London fashion scene at the height of the Swinging Sixties.
27,328.Dr. Strangelove or: How I Learned to Stop Worrying and Love the Bomb(1964),95 min,PG,"Comedy, War","The life of a Russian physician and poet who, although married to another, falls in love with a political activist's wife and experiences hardship during World War I and then the October Revolution."
28,329.Mary Poppins(1964),139 min,G,"Comedy, Family, Fantasy",A varied group of passengers boarding a ship bound for pre-WWII Germany represents a microcosm of early 1930s society.
29,330.Zorba the Greek(1964),142 min,Not Rated,"Comedy, Drama","A middle-aged iconoclast, doggedly avoiding the tedium of employment and conventional life, faces the prospect of losing custody of his young ward."
30,331.Tom Jones(1963),129 min,Not Rated,"Adventure, Comedy, History","In 1910s London, snobbish phonetics professor Henry Higgins agrees to a wager that he can make crude flower girl, Eliza Doolittle, presentable in high society."
31,332.America America(1963),174 min,Approved,Drama,
32,333.Cleopatra(1963),192 min,G,"Biography, Drama, History","King Henry II of England comes to terms with his affection for his close friend and confidant Thomas Becket, who finds his true honor by observing God's divine will rather than the King's."
33,334.How the West Was Won(1962),164 min,G,Western,"An insane American general orders a bombing attack on the Soviet Union, triggering a path to nuclear holocaust that a war room full of politicians and generals frantically tries to stop."
34,335.Lilies of the Field(1963),94 min,Unrated,Drama,"In turn of the century London, a magical nanny employs music and adventure to help two neglected children become closer to their father."
35,336.Lawrence of Arabia(1962),218 min,Approved,"Adventure, Biography, Drama","An uptight English writer travelling to Crete, on a matter of business, finds his life changed forever when he meets the gregarious Alexis Zorba."
36,337.The Longest Day(1962),178 min,G,"Action, Drama, History",The romantic and chivalrous adventures of adopted bastard Tom Jones in 18th-century England.
37,338.The Music Man(1962),151 min,G,"Comedy, Family, Musical",
38,339.Mutiny on the Bounty(1962),178 min,Not Rated,"Adventure, Drama, History",A young Greek stops at nothing to secure a passage to America.
39,340.To Kill a Mockingbird(1962),129 min,Approved,"Crime, Drama",Queen Cleopatra VII of Egypt experiences both triumph and tragedy as she attempts to resist the imperial ambitions of Rome.
40,341.West Side Story(1961),153 min,Approved,"Crime, Drama, Musical","A family saga covering several decades of Westward expansion in the 19th century, including the Gold Rush, the Civil War, and the building of the railroads."
41,342.Fanny(1961),134 min,Approved,"Drama, Romance",A travelling handyman becomes the answer to the prayers of nuns who wish to build a chapel in the desert.
42,343.The Guns of Navarone(1961),158 min,Not Rated,"Action, Adventure, Drama","The story of T.E. Lawrence, the English officer who successfully united and led the diverse, often warring, Arab tribes during World War I in order to fight the Turks."
43,344.The Hustler(1961),134 min,Not Rated,"Drama, Sport",
44,345.Judgment at Nuremberg(1961),179 min,Approved,"Drama, War","The events of D-Day, told on a grand scale from both the Allied and German points of view."
45,346.The Apartment(1960),125 min,Approved,"Comedy, Drama, Romance",Traveling con artist Harold Hill targets the naïve residents of a small town in 1910s Iowa by posing as a boys' band leader to raise money before he can skip town.
46,347.The Alamo(1960),162 min,Passed,"Adventure, Drama, History","In 1787, British ship Bounty leaves Portsmouth to bring a cargo of bread-fruit from Tahiti but the savage on-board conditions imposed by Captain Bligh trigger a mutiny led by officer Fletcher Christian."
47,348.Elmer Gantry(1960),146 min,Approved,Drama,"Atticus Finch, a widowed lawyer in Depression-era Alabama, defends a black man against an undeserved rape charge, and his children against prejudice."
48,349.Sons and Lovers(1960),103 min,Approved,Drama,"Two youngsters from rival New York City gangs fall in love, but tensions between their respective friends build toward tragedy."
49,350.The Sundowners(1960),133 min,Passed,Drama,
50,351.Ben-Hur(1959),212 min,G,"Adventure, Drama","Young Marius dreams of leaving his dull provincial life and seeing the world. When the beautiful Fanny declares her adoration for him, Marius must choose between an adventurous life at sea and the grandest adventure of all: love."
51,352.Anatomy of a Murder(1959),161 min,Not Rated,"Drama, Mystery","A team of Allied saboteurs are assigned an impossible mission: infiltrate an impregnable Nazi-held Greek island and destroy the two enormous long-range field guns that prevent the rescue of 2,000 trapped British soldiers."
52,353.The Diary of Anne Frank(1959),180 min,Approved,"Biography, Drama, Family",An up-and-coming pool player plays a long-time champion in a single high-stakes match.
53,354.The Nun's Story(1959),149 min,Not Rated,Drama,"In 1948, an American court in occupied Germany tries four Nazis judged for war crimes."
54,355.Room at the Top(1958),115 min,Not Rated,"Drama, Romance","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
55,356.Gigi(1958),115 min,G,"Comedy, Musical, Romance",
56,357.Auntie Mame(1958),143 min,Approved,"Comedy, Drama, Romance","In 1836, a small band of soldiers sacrifice their lives in hopeless combat against a massive army in order to prevent a tyrant from smashing the new Republic of Texas."
57,358.Cat on a Hot Tin Roof(1958),108 min,Not Rated,Drama,"A fast-talking traveling salesman with a charming, loquacious manner convinces a sincere evangelist that he can be an effective preacher for her cause."
58,359.The Defiant Ones(1958),96 min,Not Rated,"Crime, Drama",A young man with artistic talent lives in a close-knit coal-mining town and finds himself inhibited by his emotionally manipulative mother.
59,360.Separate Tables(1958),100 min,Approved,"Drama, Romance","In Australia's Outback during the early twentieth century, the impoverished Carmody family lives a nomadic life out of their wagon, but the mom and son want to settle, while the dad is against it."
60,361.The Bridge on the River Kwai(1957),161 min,PG,"Adventure, Drama, War","After a Jewish prince is betrayed and sent into slavery by a Roman friend in 1st-century Jerusalem, he regains his freedom and comes back for revenge."
61,362.Peyton Place(1957),157 min,Approved,"Drama, Romance",
62,363.Sayonara(1957),147 min,Not Rated,"Drama, Romance","An upstate Michigan lawyer defends a soldier who claims he killed an innkeeper due to temporary insanity after the victim raped his wife. What is the truth, and will he win his case?"
63,364.12 Angry Men(1957),96 min,Approved,"Crime, Drama","During World War II, a teenage Jewish girl named Anne Frank and her family are forced into hiding in the Nazi-occupied Netherlands."
64,365.Witness for the Prosecution(1957),116 min,Approved,"Crime, Drama, Mystery","After leaving a wealthy Belgian family to become a nun, Sister Luke struggles with her devotion to her vows during crisis, disappointment, and World War II."
65,366.Around the World in 80 Days(1956),175 min,G,"Adventure, Comedy, Family",An ambitious young accountant plots to wed a wealthy factory owner's daughter despite falling in love with a married older woman.
66,367.Friendly Persuasion(1956),137 min,Passed,"Drama, Family, Romance","Weary of the conventions of Parisian society, a rich playboy and a youthful courtesan-in-training enjoy a platonic friendship which may not stay platonic for long."
67,368.Giant(1956),201 min,G,"Drama, Western",
68,369.The King and I(1956),133 min,G,"Biography, Drama, Musical",An orphan goes to live with his free-spirited aunt. Conflict ensues when the executor of his father's estate objects to the aunt's lifestyle.
69,370.The Ten Commandments(1956),220 min,G,"Adventure, Drama, Family",Brick is an alcoholic ex-football player who drinks his days away and resists the affections of his wife. A reunion with his terminal father jogs a host of memories and revelations for both father and son.
70,371.Marty(1955),90 min,Not Rated,"Drama, Romance","Two escaped convicts chained together, white and black, must learn to get along in order to elude capture."
71,372.Love Is a Many-Splendored Thing(1955),102 min,Approved,"Biography, Drama, Romance","The stories of several people are told as they stay at a seaside hotel in Bournemouth which features dining at ""Separate Tables."""
72,373.Mister Roberts(1955),123 min,Passed,"Comedy, Drama, War","British POWs are forced to build a railway bridge across the river Kwai for their Japanese captors in occupied Burma, not knowing that the allied forces are planning a daring commando raid through the jungle to destroy it."
73,374.Picnic(1955),115 min,Approved,"Drama, Romance",
74,375.The Rose Tattoo(1955),117 min,Unrated,"Comedy, Drama, Romance",A peaceful New England town hides secrets and scandals.
75,376.On the Waterfront(1954),108 min,Approved,"Crime, Drama, Thriller",A US Air Force major in Kobe confronts his own opposition to marriages between American servicemen and Japanese women when he falls for a beautiful performer.
76,377.The Caine Mutiny(1954),124 min,Not Rated,"Drama, War",The jury in a New York City murder trial is frustrated by a single member whose skeptical caution forces them to more carefully consider the evidence before jumping to a hasty verdict.
77,378.The Country Girl(1954),104 min,Unrated,"Drama, Music",A veteran British barrister must defend his client in a murder trial that has surprise after surprise.
78,379.Seven Brides for Seven Brothers(1954),102 min,Approved,"Comedy, Drama, Musical",A Victorian Englishman bets that with the new steamships and railways he can circumnavigate the globe in eighty days.
79,380.Three Coins in the Fountain(1954),102 min,Approved,"Drama, Romance",
80,381.From Here to Eternity(1953),118 min,Passed,"Drama, Romance, War",The pacifist attitude of a Quaker family is tested as a result of the American Civil War.
81,382.Julius Caesar(1953),120 min,Not Rated,"Drama, History",Sprawling epic covering the life of a Texas cattle rancher and his family and associates.
82,383.The Robe(1953),135 min,Unrated,Drama,A widow accepts a job as a live-in governess to the King of Siam's children.
83,384.Roman Holiday(1953),118 min,Passed,"Comedy, Romance","Moses, raised as a prince of Egypt in the Pharaoh's household, learns of his true heritage as a Hebrew and his divine mission as the deliverer of his people from slavery."
84,385.Shane(1953),118 min,Not Rated,"Drama, Western",A middle-aged butcher and a school teacher who have given up on the idea of love meet at a dance and fall for each other.
85,386.The Greatest Show on Earth(1952),152 min,Passed,"Drama, Family, Romance",
86,387.High Noon(1952),85 min,PG,"Drama, Thriller, Western",A widowed Chinese-English doctor falls in love with a married American correspondent in Hong Kong during China's Communist revolution.
87,388.Ivanhoe(1952),106 min,Approved,"Adventure, Drama, Romance","In the waning days of World War II, the cargo officer of a Navy supply ship chafes at its role far from the action in the Pacific's backwater areas, his frustration rising when its captain denies the crew liberty over petty irritations."
88,389.Moulin Rouge(1952),119 min,Not Rated,"Biography, Drama, Music",Emotions are ignited amongst the complacent townsfolk when a handsome drifter arrives in a small Kansas community on the morning of the Labour Day picnic.
89,390.The Quiet Man(1952),129 min,Passed,"Comedy, Drama, Romance",A Sicilian seamstress who idolizes her husband must deal with several family crises upon his sudden death.
90,391.An American in Paris(1951),114 min,Passed,"Drama, Musical, Romance","An ex-prize fighter turned New Jersey longshoreman struggles to stand up to his corrupt union bosses, including his older brother, as he starts to connect with the grieving sister of one of the syndicate's victims."
91,392.Decision Before Dawn(1951),119 min,Not Rated,"Drama, War",
92,393.A Place in the Sun(1951),122 min,Passed,"Drama, Romance","When a U.S. Naval captain shows signs of mental instability that jeopardizes the ship, the first officer relieves him of command and faces court martial for mutiny."
93,394.Quo Vadis(1951),171 min,Not Rated,"Biography, Drama, History","A director hires an alcoholic has-been and strikes up a stormy relationship with the actor's wife, who he believes is the cause of all the man's problems."
94,395.A Streetcar Named Desire(1951),122 min,PG,Drama,"In 1850 Oregon, when a backwoodsman brings a wife home to his farm, his six brothers decide that they want to get married too."
95,396.All About Eve(1950),138 min,Passed,Drama,"Three American women working in Rome, Italy, share a spacious apartment and the desire to find love and marriage, each experiencing a few bumps in their journeys to romance."
96,397.Born Yesterday(1950),103 min,Not Rated,"Comedy, Drama, Romance","At a U.S. Army base in 1941 Hawaii, a private is cruelly punished for not boxing on his unit's team, while his commanding officer's wife and top aide begin a tentative affair."
97,398.Father of the Bride(1950),92 min,Not Rated,"Comedy, Romance",
98,399.King Solomon's Mines(1950),103 min,Passed,"Action, Adventure, Romance",The growing ambition of Julius Caesar is a source of major concern to his close friend Brutus. Cassius persuades him to participate in his plot to assassinate Caesar but they have both sorely underestimated Mark Antony.
99,400.Sunset Blvd.(1950),110 min,Passed,"Drama, Film-Noir","In the Roman province of Judea during the 1st century, Roman tribune Marcellus Gallio is ordered to crucify Jesus of Nazareth but is tormented by his guilty conscience afterwards."
0,401.All the King's Men(1949),110 min,Approved,"Drama, Film-Noir","The rise and fall of a corrupt politician, who makes his friends richer and retains power by dint of a populist appeal."
1,402.Battleground(1949),118 min,Approved,"Action, Drama, History",
2,403.The Heiress(1949),115 min,Not Rated,"Drama, Romance","True tale about a squad of the 101st Airborne Division coping with being trapped by the Germans in the besieged city of Bastogne, Belgium during the Battle of the Bulge in December of 1944."
3,404.A Letter to Three Wives(1949),103 min,Passed,"Comedy, Drama, Romance",A young naive woman falls for a handsome young man who her emotionally abusive father suspects is a fortune hunter.
4,405.Twelve O'Clock High(1949),132 min,Not Rated,"Drama, War","A letter is addressed to three wives from their ""best friend"" Addie Ross, announcing that she is running away with one of their husbands - but she does not say which one."
5,406.Hamlet(1948),154 min,Approved,Drama,A hard-as-nails general (Gregory Peck as General Savage) takes over a B-17 bomber unit suffering from low morale and whips them into fighting shape.
6,407.Johnny Belinda(1948),102 min,Unrated,Drama,"Prince Hamlet struggles over whether or not he should kill his uncle, whom he suspects has murdered his father, the former king."
7,408.The Red Shoes(1948),135 min,Not Rated,"Drama, Music, Romance",
8,409.The Snake Pit(1948),108 min,Approved,"Drama, Mystery","A kind doctor volunteers to tutor a deaf-mute woman, but scandal starts to swirl when his pupil is raped and falls pregnant."
9,410.The Treasure of the Sierra Madre(1948),126 min,Passed,"Adventure, Drama, Western",A young ballet dancer is torn between the man she loves and her pursuit to become a prima ballerina.
10,411.Gentleman's Agreement(1947),118 min,Not Rated,"Drama, Romance",A detailed chronicle of a woman during her stay in a mental institution.
11,412.The Bishop's Wife(1947),109 min,Not Rated,"Comedy, Drama, Fantasy",Two down-on-their-luck Americans searching for work in 1920s Mexico convince an old prospector to help them mine for gold in the Sierra Madre Mountains.
12,413.Crossfire(1947),86 min,Approved,"Crime, Drama, Film-Noir","A reporter pretends to be Jewish in order to cover a story on anti-Semitism, and personally discovers the true depths of bigotry and hatred."
13,414.Great Expectations(1946),118 min,Approved,"Adventure, Drama, Mystery",
14,415.Miracle on 34th Street(1947),96 min,Not Rated,"Comedy, Drama, Family",A debonair angel comes to Earth to help an Episcopalian bishop and his wife in their quest to raise money for the new church.
15,416.The Best Years of Our Lives(1946),170 min,Approved,"Drama, Romance, War","A man is murdered, apparently by one of a group of demobilized soldiers he met in a bar. But which one? And why?"
16,417.Henry V(1944),137 min,Not Rated,"Biography, Drama, History","A humble orphan boy in 1810s Kent is given the opportunity to go to London and become a gentleman, with the help of an unknown benefactor."
17,418.It's a Wonderful Life(1946),130 min,PG,"Drama, Family, Fantasy","After a divorced New York mother hires a nice old man to play Santa Claus at Macy's, she is startled by his claim to be the genuine article. When his sanity is questioned, a lawyer defends him in court by arguing that he's not mistaken."
18,419.The Razor's Edge(1946),145 min,Approved,"Drama, Romance","Three World War II veterans, two of them traumatized or disabled, return home to the American midwest to discover that they and their families have been irreparably changed."
19,420.The Yearling(1946),128 min,Approved,"Drama, Family, Western",
20,421.The Lost Weekend(1945),101 min,Passed,"Drama, Film-Noir","In the midst of the Hundred Years' War, the young King Henry V of England embarks on the conquest of France in 1415."
21,422.Anchors Aweigh(1945),140 min,Passed,"Comedy, Fantasy, Musical",An angel is sent from Heaven to help a desperately frustrated businessman by showing him what life would have been like if he had never existed.
22,423.The Bells of St. Mary's(1945),126 min,Unrated,Drama,"An adventuresome young man goes off to find himself and loses his socialite fiancée in the process. But when he returns 10 years later, she will stop at nothing to get him back, even though she is already married."
23,424.Mildred Pierce(1945),111 min,Approved,"Crime, Drama, Film-Noir","A boy persuades his parents to allow him to adopt a young deer, but what will happen if the deer misbehaves?"
24,425.Spellbound(1945),111 min,Approved,"Film-Noir, Mystery, Romance",The desperate life of a chronic alcoholic is followed through a four-day drinking bout.
25,426.Going My Way(1944),126 min,Passed,"Comedy, Drama, Music",
26,427.Double Indemnity(1944),107 min,Passed,"Crime, Drama, Film-Noir",A pair of sailors on leave try to help a movie extra become a singing star.
27,428.Gaslight(1944),114 min,Passed,"Crime, Drama, Mystery","At a big city Catholic school, Father O'Malley and Sister Benedict indulge in friendly rivalry, and succeed in extending the school through the gift of a building."
28,429.Since You Went Away(1944),177 min,Approved,"Drama, Romance, War",A hard-working mother inches towards disaster as she divorces her husband and starts a successful restaurant business to support her spoiled daughter.
29,430.Wilson(1944),154 min,Passed,"Biography, Drama, History",A psychiatrist protects the identity of an amnesia patient accused of murder while attempting to recover his memory.
30,431.Casablanca(1942),102 min,PG,"Drama, Romance, War","When young Father O'Malley arrives at St. Dominic's, old Father Fitzgibbon doesn't think much of the church's newest member."
31,432.For Whom the Bell Tolls(1943),170 min,Passed,"Adventure, Drama, History",
32,433.Heaven Can Wait(1943),112 min,Passed,"Comedy, Drama, Fantasy","A Los Angeles insurance representative lets an alluring housewife seduce him into a scheme of insurance fraud and murder that arouses the suspicion of his colleague, an insurance investigator."
33,434.The Human Comedy(1943),117 min,Passed,"Comedy, Drama, Family","Ten years after her aunt was murdered in their London home, a woman returns from Italy in the 1880s to resume residence with her new husband. His obsessive interest in the home rises from a secret that may require driving his wife insane."
34,435.In Which We Serve(1942),115 min,Not Rated,"Drama, War","With her husband away to fight in World War II, a housewife must care for their two daughters alone."
35,436.Madame Curie(1943),124 min,Passed,"Biography, Drama, Romance",A chronicle of the political career of US President Woodrow Wilson.
36,437.The More the Merrier(1943),104 min,Passed,Comedy,A cynical expatriate American cafe owner struggles to decide whether or not to help his former lover and her fugitive husband escape the Nazis in French Morocco.
37,438.The Ox-Bow Incident(1942),75 min,Passed,"Drama, Western",
38,439.The Song of Bernadette(1943),156 min,Approved,"Biography, Drama","During the Spanish Civil War, an American allied with the Republicans finds romance during a desperate mission to blow up a strategically important bridge."
39,440.Watch on the Rhine(1943),114 min,Approved,"Drama, Thriller","An old roué arrives in Hades to review his life with Satan, who will rule on his eligibility to enter the Underworld."
40,441.Mrs. Miniver(1942),134 min,Not Rated,"Drama, Romance, War",Teenager Homer Macauley stays at home in small-town Ithaca to support his family while his older brother Marcus prepares to go to war.
41,442.49th Parallel(1941),123 min,Not Rated,"Drama, Thriller, War","This ""story of a ship"", the British destroyer H.M.S. Torrin, is told in flashbacks by survivors as they cling to a life raft."
42,443.Kings Row(1942),127 min,Passed,Drama,"Despite himself, accomplished physicist and avowed bachelor Pierre Curie falls for brilliant student Marie, and together they embark on the discovery of radium."
43,444.The Magnificent Ambersons(1942),88 min,Not Rated,"Drama, Romance","During the World War II housing shortage in Washington, two men and a woman share a single apartment and the older man plays Cupid to the other two."
44,445.The Pied Piper(1942),87 min,Approved,"Drama, War","When a posse captures three men suspected of killing a local farmer, they become strongly divided over whether or not to lynch the men."
45,446.The Pride of the Yankees(1942),128 min,Passed,"Biography, Drama, Romance","14-year-old Bernadette Soubirous, living in a small town in the south of 1850s France, claims to have seen a divine vision, prompting extreme skepticism, concern from her family, and religious and political turmoil."
46,447.Random Harvest(1942),126 min,Approved,"Drama, Romance","A German-born engineer, his American wife and their children travel from Mexico to the United States to visit her family but their plans are complicated by a Romanian count."
47,448.The Talk of the Town(1942),118 min,Passed,"Comedy, Drama, Romance",A British family struggles to survive the first months of World War II.
48,449.Wake Island(1942),88 min,Passed,"Action, Drama, War",
49,450.Yankee Doodle Dandy(1942),126 min,Passed,"Biography, Drama, Family","A World War II U-boat crew are stranded in northern Canada. To avoid internment, they must make their way to the border and get into the still-neutral U.S."
50,451.How Green Was My Valley(1941),118 min,Approved,"Drama, Family",The dark side and hypocrisy of provincial American life is seen through the eyes of five children as they grow to adulthood at the turn of the century.
51,452.Blossoms in the Dust(1941),99 min,PG,"Biography, Drama, Romance",The spoiled young heir to the decaying Amberson fortune comes between his widowed mother and the man she has always loved.
52,453.Citizen Kane(1941),119 min,Passed,"Drama, Mystery","While traveling in France during the Nazi invasion of 1940, an Englishman is entrusted with the care of a group of refugee children."
53,454.Here Comes Mr. Jordan(1941),94 min,Passed,"Comedy, Fantasy, Romance",The story of the life and career of famed baseball player Lou Gehrig.
54,455.Hold Back the Dawn(1941),116 min,Approved,"Drama, Romance","An amnesiac World War I veteran falls in love with a music hall star, only to suffer an accident which restores his original memories but erases his post-war life."
55,456.The Little Foxes(1941),116 min,Passed,"Drama, Romance",An escaped prisoner has to prove his innocence to a stuffy law professor with the help of a spirited school teacher.
56,457.The Maltese Falcon(1941),100 min,Approved,"Crime, Film-Noir, Mystery","December, With no hope of relief or re-supply, a small band of United States Marines tries to keep the Japanese Navy from capturing their island base."
57,458.One Foot in Heaven(1941),108 min,Passed,"Biography, Drama","The life of the renowned musical composer, playwright, actor, dancer, and singer George M. Cohan."
58,459.Sergeant York(1941),134 min,Approved,"Biography, Drama, History","At the turn of the century in a Welsh mining village, the Morgans, he stern, she gentle, raise coal-mining sons and hope their youngest will find a better life."
59,460.Suspicion(1941),99 min,Approved,"Film-Noir, Mystery, Thriller",
60,461.Rebecca(1940),130 min,Approved,"Drama, Film-Noir, Mystery","After losing her young son, Edna Gladney opposes the unfair laws discriminating against children whose parents are unknown, and opens an orphanage for those children."
61,"462.All This, and Heaven Too(1940)",141 min,Passed,"Drama, Romance","Following the death of publishing tycoon Charles Foster Kane, reporters scramble to uncover the meaning of his final utterance: 'Rosebud.'"
62,463.Foreign Correspondent(1940),120 min,Passed,"Action, Romance, Thriller","Boxer Joe Pendleton dies 50 years too soon due to a heavenly mistake, and is given a new life as a millionaire playboy."
63,464.The Grapes of Wrath(1940),129 min,G,Drama,"Stopped in Mexico by U.S. Immigration, Georges Iscovescu hopes to get into the country by marrying a citizen."
64,465.The Great Dictator(1940),125 min,Passed,"Comedy, Drama, War","The ruthless, moneyed Hubbard clan lives in, and poisons, their part of the deep South at the turn of the twentieth century."
65,466.Kitty Foyle(1940),108 min,Not Rated,"Drama, Romance","San Francisco private detective Sam Spade takes on a case that involves him with three eccentric criminals, a gorgeous liar, and their quest for a priceless statuette, with the stakes rising after his partner is murdered."
66,467.The Letter(1940),95 min,Approved,"Crime, Drama, Film-Noir",Episodic look at the life of a minister and his family as they move from one parish to another.
67,468.The Long Voyage Home(1940),105 min,Not Rated,"Drama, War","A Tennessee farmer and marksman is drafted in World War I, and struggles with his pacifist inclinations before becoming one of the most celebrated war heroes."
68,469.Our Town(1940),90 min,Not Rated,"Drama, Family, Romance","A shy young heiress marries a charming gentleman, and soon begins to suspect he is planning to murder her."
69,470.The Philadelphia Story(1940),112 min,Passed,"Comedy, Romance",A self-conscious woman juggles adjusting to her new role as an aristocrat's wife and avoiding being intimidated by his first wife's spectral presence.
70,471.Gone with the Wind(1939),238 min,Approved,"Drama, Romance, War",
71,472.Dark Victory(1939),104 min,Unrated,"Drama, Romance",A duchess' irrational behavior toward her children's governess triggers tragic events that will change her family's lives forever.
72,"473.Goodbye, Mr. Chips(1939)",114 min,Approved,"Drama, Romance","On the eve of World War II, a young American reporter tries to expose enemy agents in London."
73,474.Love Affair(1939),88 min,Passed,"Drama, Romance","An Oklahoma family, driven off their farm by the poverty and hopelessness of the Dust Bowl, joins the westward migration to California, suffering the misfortunes of the homeless in the Great Depression."
74,475.Mr. Smith Goes to Washington(1939),129 min,Not Rated,"Comedy, Drama",Dictator Adenoid Hynkel tries to expand his empire while a poor Jewish barber tries to avoid persecution from Hynkel's regime.
75,476.Ninotchka(1939),110 min,Passed,"Comedy, Romance","A hard-working, white-collar girl from a middle-class family meets and falls in love with a young socialite, but she soon clashes with his family."
76,477.Of Mice and Men(1939),106 min,Passed,"Adventure, Drama","The wife of a rubber plantation administrator shoots a man to death and claims it was self-defense, but a letter in her own hand may prove her undoing."
77,478.Stagecoach(1939),96 min,PG,"Adventure, Drama, Western",A merchant ship's crew tries to survive the loneliness of the sea and the coming of war.
78,479.The Wizard of Oz(1939),102 min,Not Rated,"Adventure, Family, Fantasy",Change comes slowly to a small New Hampshire town in the early 20th century.
79,480.Wuthering Heights(1939),104 min,,"Drama, Romance","When a rich woman's ex-husband and a tabloid-type reporter turn up just before her planned remarriage, she begins to learn the truth about herself."
